amfi_code,CAGR (%),Sharpe Ratio,Alpha,Beta
100016,2.637074367211101,-0.20151706755966936,0.03622082583927385,-0.02590940576586108
100025,4.458209619173137,-0.5670947928476846,0.043189313078713834,-0.0161756408512603
100033,30.12315310072722,1.093698743534631,0.2723430403957973,-0.011199710059456146
101206,23.53836133468803,1.0272133278753697,0.2139447485061358,0.03381398454659163
101207,7.938764837247714,0.16266076928646786,0.10820454812152297,-0.059855845864600625
101208,6.509026855465327,-0.8155673679088258,0.06084211292226629,0.0013273169546884351
102885,18.23237888770595,0.817099337349437,0.16992711557794749,-0.0018841874054637252
102886,1.1717454918341197,-0.2058316078547031,0.028949366251249286,-0.061476067471883084
102887,16.84112024730753,0.6195175900829826,0.16179316452470288,0.04011620562000178
118632,24.049492662391756,1.0816591793457038,0.21728068775563278,0.03643421773147288
118633,16.274217354504273,0.6452074382933218,0.15503795076034138,0.013157652619096481
118634,16.373474033415757,0.4484340089089915,0.1780020912356628,0.009128170084160621
118635,15.957231179671737,0.6648569985490621,0.15160602363545675,-0.013806609371555967
118636,5.316889625171273,-0.35662950751436784,0.05096267106480351,-0.008492388448091663
119092,6.367989237605243,0.030784850954585916,0.0697017081135713,-0.019608739866468185
119093,7.897557854375958,0.12961449795669325,0.08329931222337687,-0.008427720099019357
119094,28.214417193652032,0.9982309868636403,0.25997054053321056,-0.05986815058386661
119095,1.5215045330823962,-0.07597357117478923,0.045680128064692294,0.013291723470735529
119120,5.889418716346717,-0.22657538662791568,0.055762723198290544,0.011990672594122526
119551,25.804686425584002,1.2082665673727178,0.23219648016717326,-0.05604508562674625
119552,21.524235873769705,0.953279496866011,0.1982932218749148,-0.01985302504967574
119598,32.423536152454616,0.9453082575156093,0.3011144193310002,0.07426648483802883
119599,2.054484701809378,-0.05718662582817995,0.050572431452751046,0.007680982959652928
120503,18.785325598262204,0.7979728586052844,0.17587937785242744,-0.004111147836045636
120504,23.29511862010305,1.0265242847993006,0.2120943009940057,0.017025361766949257
120505,32.82740607461121,1.1801011976606495,0.29301371282563315,-0.017391171743071674
120506,17.08486725575018,0.6488787755249528,0.16283731486753183,0.04770801520256509
120507,7.237539728384412,0.495723392953312,0.06747180157927476,-0.0011254611770458527
120841,13.53221114899239,0.4942725378672348,0.13068278268538389,0.04167578236653616
120842,6.701543482038463,0.07599984804658923,0.0785865149291694,0.0006475555544426223
120843,30.907454754005492,1.3067439695428413,0.2727835993505962,-0.008737359353900992
120844,6.915272985067156,-0.08874729621557288,0.06454601487990588,-7.563158272733894e-05
125497,19.017795344711462,0.7757902498211205,0.1789129568352085,-0.005459316559048835
125498,11.301817123279978,0.3006119210425479,0.12055386350487392,-0.01851286878959152
148567,30.974107501859027,1.4482911703262604,0.2711501636821103,-0.028133312231657458
148568,22.516869007113847,0.9262873467360141,0.2079171509667248,5.11619674095988e-05
148569,31.94952310833252,1.2349300257743292,0.28347336470728673,-0.010201365088271732
149322,13.393275924001857,0.46403744922047735,0.13129906992674878,0.014848756863667921
149323,29.581086910433996,1.1321218524747252,0.26583594480787764,0.003478530079790704
149324,32.287440451573616,0.949795824661604,0.2981786893056835,0.13260808824054152
